,composition,crystallinity,synthesis,spacegroup,rho (ohm.cm),S [muV/K],PF [W/mK^2],zT,kappa [W/mK],sigma [S/cm],T [K],src
1000,Ca0.98La0.02MnO3,Polycrystalline,Solid state reaction,62.0,0.046114613,-201.71,8.8228e-05,,,21.685,400.0,http://www.jmst.org/EN/Y2009/V25/I04/0535
1001,Mo6Te7S,Polycrystalline,"Solid state reaction, vacuum",148.0,0.000783,5.48011,3.8355e-06,0.00049533,3.09729,1277.1,400.0,http://dx.doi.org/10.1016/S0925-8388(02)01002-2
1002,Ca5Al2Sb6,Polycrystalline,"Solid state reaction, Ar",55.0,0.2349,390.0,6.4751e-05,0.059326794,0.764,4.2571,700.0,http://dx.doi.org/10.1002/adfm.201000970
1003,NaCo2O4,Polycrystalline,"Solid state reaction, air",194.0,0.004,175.0,0.00076563,0.344302289,2.2237,250.0,1000.0,http://dx.doi.org/10.1143/JJAP.40.4644
1004,Cu4.0Mo6S8,Polycrystalline,"Solid state reaction, vacuum",148.0,0.00168846,105.3,0.0006567,0.256694711,1.7908,592.26,700.0,http://dx.doi.org/10.1007/s11664-009-0975-0
1005,Zn4Sb3,Polycrystalline,"Solid state reaction, Ar",167.0,0.00335417,184.769,0.0010178,0.962807505,0.74,298.14,700.0,http://dx.doi.org/10.1039/c0jm02011g
1006,Zr0.5Hf0.5NiSn1.998Sb0.002,Polycrystalline,"Arc-melted, Ar",216.0,0.001544,-307.0,0.0061042,1.45,2.946859925,647.67,700.0,http://dx.doi.org/10.1016/j.jallcom.2004.05.078
1007,Ca0.9Ho0.1MnO3,Polycrystalline,Solid state reaction,62.0,0.00739839,-81.79,9.042e-05,0.02340048,1.545616006,135.16,400.0,http://dx.doi.org/10.1016/0022-4596(91)90248-G
1008,Cu4.0Mo6S8,Polycrystalline,"Solid state reaction, vacuum",148.0,0.001025,61.5689,0.00036983,0.103404799,1.4306,975.61,400.0,http://dx.doi.org/10.1007/s11664-009-0975-0
1009,CuRhO2,Polycrystalline,"Solid state reaction, air",166.0,0.1066,317.0,9.4267e-05,,,9.3809,1000.0,http://dx.doi.org/10.1103/PhysRevB.80.115103
1010,Pr0.5Ca0.5MnO3,Polycrystalline,"Solid state reaction, air",62.0,0.0298067,-22.7685,1.7392e-06,,,33.55,400.0,http://dx.doi.org/10.1063/1.1687532
1011,CuFe0.9Cr0.1O2,Polycrystalline,Solid state reaction,166.0,0.0557025,321.429,0.00018548,,,17.953,700.0,http://dx.doi.org/10.1007/s11664-009-0815-2
1012,Tl2SnTe5,Single crystal,Flux (TlTe2),140.0,0.00321,145.0,0.00065498,,,311.53,300.0,http://dx.doi.org/10.1063/1.124182
1013,Zn0.9604Al0.0196Ni0.02O,Polycrystalline,Solid state reaction,186.0,1.174744174,-434.32,1.6058e-05,0.0,9.25454,0.85125,,http://dx.doi.org/10.1111/j.1551-2916.2005.00131.x
1014,La3Te3.35Sb0.65,Polycrystalline,"Solid state reaction, Ar",220.0,0.018,-91.0,4.6006e-05,0.009388889,1.47,55.556,300.0,http://dx.doi.org/10.1103/PhysRevB.81.125205
1015,Tl0.01Pb0.99Te,Polycrystalline,Melted,225.0,0.00872727,323.94,0.0012024,0.871875767,0.965347,114.58,700.0,http://dx.doi.org/10.1126/science.1159725
1016,SrMn0.96Mo0.04O3,Polycrystalline,"Solid state reaction, air",194.0,0.0173875,-88.5981,4.5145e-05,,,57.513,700.0,http://dx.doi.org/10.1016/j.progsolidstchem.2007.01.027
1017,CaMn6.5Cu0.5O12,Polycrystalline,"Solid state reaction, air",194.0,0.0500867,-15.3459,4.7018e-07,,,19.965,700.0,http://dx.doi.org/10.1063/1.1687532
1018,La3Te3.65Sb0.35,Polycrystalline,"Solid state reaction, Ar",220.0,0.0011,-53.0,0.00025536,0.037370288,2.05,909.09,300.0,http://dx.doi.org/10.1103/PhysRevB.81.125205
1019,Ag0.15Sb0.15Te1.15Ge0.85,Single crystal,Melted,166.0,0.00127604,165.79,0.0021541,0.948261434,2.27167,783.67,1000.0,http://dx.doi.org/10.1201/9781420049718.ch22
1020,CuCr0.96Mg0.04O2,Polycrystalline,"Solid state reaction, air",166.0,0.0469005,270.256,0.00015573,0.013673064,7.9727,21.322,700.0,http://dx.doi.org/10.1109/ICT.2006.331288
1021,Ba8Ga18Ge28,Polycrystalline,Arc melting,223.0,0.007143,-112.9,0.00017845,0.05098462,1.4,140.0,400.0,http://dx.doi.org/10.1109/ICT.2002.1190269
1022,ZrNiSn,Polycrystalline,"Arc-melted, vacuum",216.0,0.031417889,-353.714,0.00039822,0.011778524,10.1428,31.829,300.0,http://dx.doi.org/10.1016/j.jallcom.2008.02.041
1023,Pb0.94Sr0.04TeNa0.02,Polycrystalline,Sparks plasma sintering,225.0,0.003154574,265.0,0.0022261,2.27156,0.98,317.0,1000.0,http://dx.doi.org/10.1038/nature11439
1024,Ca0.92La0.08MnO3,Polycrystalline,Solid state reaction,62.0,0.009966115,-83.24,6.9532e-05,,,100.34,400.0,http://www.jmst.org/EN/Y2009/V25/I04/0535
1025,In1.8Ge0.2O3,Polycrystalline,Solid state reaction,206.0,0.00243728,-86.4,0.00030628,0.116776249,1.83597,410.29,700.0,http://dx.doi.org/10.1016/j.ssc.2007.12.033
1026,TiNiSn,Polycrystalline,Magnetic levitation induction furnace,216.0,0.0015,-155.0,0.0016017,0.207738867,7.71,666.67,1000.0,http://dx.doi.org/10.1063/1.4765358
1027,La2.99Te4,Polycrystalline,"Solid state reaction, Ar",220.0,0.00061,-40.87,0.00027383,0.03339378,2.46,1639.3,300.0,http://dx.doi.org/10.1103/PhysRevB.81.125205
1028,Ba7SrAl16Si30,Polycrystalline,"Flux (Al), dynamic vacuum",223.0,0.0011173,-79.05,0.00055922,0.217595686,2.57,895.01,1000.0,http://dx.doi.org/10.1016/j.jssc.2011.02.027
1029,CuCrO2,Polycrystalline,"Solid state reaction, air",166.0,18.3684,1235.43,8.3093e-06,0.000378505,6.5859,0.054441,300.0,http://dx.doi.org/10.1109/ICT.2006.331288
1030,Mg2Si0.995Bi0.005,Polycrystalline,"Mechanochemical, Ar",225.0,0.000621,-121.2,0.0023654,0.385970744,4.29,1610.3,700.0,http://dx.doi.org/10.1039/C1JM10827A
1031,Ca0.9Pb0.1MnO3,Polycrystalline,"Solid state reaction, air",62.0,0.044538272,-274.285,0.00016892,,,22.453,300.0,http://dx.doi.org/10.1006/jssc.1995.1384
1032,Zr0.98Nb0.02NiSn,Polycrystalline,"Arc-melted, vacuum",216.0,0.000615745,-131.398,0.002804,0.083623065,10.0594,1624.1,300.0,http://dx.doi.org/10.1016/j.jallcom.2008.02.041
1033,Fe1.96Ti0.04O3,Polycrystalline,"Solid state reaction, air",2.0,0.21392342,-343.86,5.5271e-05,0.003218108,6.87,46746.0,400.0,http://dx.doi.org/10.1016/S0925-8388(01)01804-7
1034,Fe0.978Co0.00196Si1.96Y0.04O0.06,Polycrystalline,"Arc-melted, Ar",64.0,0.024,-287.0,0.0003432,0.060820992,3.95,41.667,700.0,http://dx.doi.org/10.1016/j.jallcom.2005.04.060
1035,Zn0.97Al0.03O,Polycrystalline,"Solid state reaction, vacuum",186.0,0.0221022,-177.527,0.00014259,,,45.244,700.0,http://dx.doi.org/10.1007/s11664-009-0815-2
1036,Si0.8Ge0.2,Polycrystalline,"Ball milling, hot-pressed nanopowders",227.0,0.001178241,120.75,0.0012374,0.151567098,2.44922,848.72,300.0,http://dx.doi.org/10.1021/nl8026795
1037,Na0.02Pb0.98Te,Polycrystalline,Melted,225.0,0.0017124,212.86,0.0026459,1.329723145,1.39286,583.98,700.0,http://dx.doi.org/10.1038/nature09996
1038,Yb1.4Bi0.6Ru2O7,Polycrystalline,Solid state reaction,227.0,0.00297746,38.96,5.0975e-05,,,335.86,1000.0,http://dx.doi.org/10.1016/S0167-577X(01)00317-2
1039,Zn0.99Al0.01O,Polycrystalline,"Solid state reaction, air",186.0,0.003388442,-204.023,0.0012285,0.016265504,30.21,253.56,400.0,http://dx.doi.org/10.1039/A602506D
1040,Zn0.9975Al0.0025O,Polycrystalline,"Microwave solvothermal, air",186.0,0.194552529,-220.0,2.4878e-05,0.003703402,2.687,5.14,400.0,http://dx.doi.org/10.1021/nl202439h
1041,Fe0.978Co0.00196Si1.96Y0.04O0.06,Polycrystalline,"Arc-melted, Ar",64.0,0.1275,-318.0,7.9313e-05,0.005183852,4.59,7.8431,300.0,http://dx.doi.org/10.1016/j.jallcom.2005.04.060
1042,La0.98Sr0.02CoO3,Polycrystalline,Solid state reaction,15.0,0.00091622,17.6,3.3808e-05,,,1091.4,1000.0,http://dx.doi.org/10.1016/j.jssc.2008.08.078
1043,Ca0.96La0.04MnO3,Polycrystalline,Solid state reaction,62.0,0.02167829,-173.53,0.00013891,,,46.129,700.0,http://www.jmst.org/EN/Y2009/V25/I04/0535
1044,Bi90Sb10,Polycrystalline,"Melted, vacuum",166.0,0.000182312,-80.8,0.0035767,,,5485.1,300.0,http://dx.doi.org/10.1016/j.jpcs.2004.01.010
1045,Ca0.9Tb0.1MnO3,Polycrystalline,Solid state reaction,62.0,0.00576296,-74.98,9.7565e-05,0.01972878,1.48358962,173.52,300.0,http://dx.doi.org/10.1016/0022-4596(91)90248-G
1046,Zr0.98Nb0.02NiSn,Polycrystalline,"Arc-melted, vacuum",216.0,0.000951602,-196.196,0.0040451,0.651557074,6.2083,1050.9,1000.0,http://dx.doi.org/10.1016/j.jallcom.2008.02.041
1047,CaMn0.9Ru0.1O3,Polycrystalline,Solid state reaction,62.0,0.00673792,-101.82,0.00015387,,,148.41,1000.0,http://dx.doi.org/10.1016/S0025-5408(02)00997-2
1048,SrDy0.08Ti0.92O3,Polycrystalline,"Solid state reaction, air",221.0,0.008333333,-191.6,0.00044053,0.148325495,2.97,120.0,1000.0,http://dx.doi.org/10.1007/978-3-540-88201-5_24
1049,Fe0.998Co0.002Si2,Polycrystalline,"Arc-melted, Ar",64.0,0.0123,-180.6,0.00026517,0.037881951,4.9,81.301,700.0,http://dx.doi.org/10.1016/j.jallcom.2005.04.060
1050,Pb0.94Sr0.04TeNa0.02,Polycrystalline,Sparks plasma sintering,225.0,0.002123142,239.0,0.0026904,1.596,1.18,471.0,700.0,http://dx.doi.org/10.1038/nature11439
1051,Sr0.146Ga0.285Ge0.569,Polycrystalline,Solid state reaction,223.0,0.00194,-128.0,0.00084454,0.239019646,1.06,515.46,300.0,http://dx.doi.org/10.1063/1.121747
1052,Zr0.99Nb0.01NiSn,Polycrystalline,"Arc-melted, vacuum",216.0,0.00109507,-170.876,0.0026664,0.082668744,9.6761,913.18,300.0,http://dx.doi.org/10.1016/j.jallcom.2008.02.041
1053,Ba8Ga16Sn30,Polycrystalline,"Melted, Ar",223.0,0.0111,-188.6,0.00032045,,,90.09,300.0,http://dx.doi.org/10.1109/ICT.1999.843362
1054,SrNd0.17Ti0.83O3,Polycrystalline,"Solid state reaction, air",221.0,0.002269632,-96.0,0.00040606,0.073446995,3.87,440.6,700.0,http://dx.doi.org/10.1007/978-3-540-88201-5_24
1055,Zr0.35Hf0.35Ti0.3NiSn,Polycrystalline,"Arc-melted, Ar",216.0,0.00234825,-345.217,0.005075,,,425.85,700.0,http://dx.doi.org/10.1016/j.jallcom.2004.05.078
1056,Si0.7956Ge0.1989P0.0055,Polycrystalline,Vacuum hot pressed,227.0,0.00117001,-122.807,0.001289,0.093418564,4.13947,854.69,300.0,http://dx.doi.org/10.1063/1.348408
1057,AgCrSe2,Polycrystalline,"Solid state reaction, sealed",160.0,0.0328604,306.696,0.00028625,0.974581824,0.2056,30.432,700.0,http://dx.doi.org/10.1021/cm200581k
1058,CuCr0.96Mg0.04O2,Polycrystalline,"Solid state reaction, air",166.0,0.106683,196.762,3.629e-05,0.001171477,9.2934,9.3736,300.0,http://dx.doi.org/10.1109/ICT.2006.331288
1059,Mg2Si0.98Ag0.02,Polycrystalline,"Solid state reaction, He/H2",225.0,0.0397,149.0,5.5922e-05,0.010666305,3.67,25.189,700.0,http://dx.doi.org/10.1007/s11664-009-0735-1
1060,Ca0.9Sm0.1MnO3,Polycrystalline,"Solid state reaction, air",62.0,0.007834535,-122.707,0.00019219,,,127.64,1000.0,http://dx.doi.org/10.1006/jssc.1995.1384
1061,NbCoSn,Single crystal,Floating zone melting,216.0,0.00203039,-168.074,0.0013913,0.099979863,9.74108,492.52,700.0,http://dx.doi.org/10.1063/1.2828713
1062,Zr0.5Hf0.5NiSn,Polycrystalline,"Arc-melted, Ar",216.0,0.00932355,-177.252,0.00033698,0.0256,3.948955807,107.26,300.0,http://dx.doi.org/10.1016/j.jallcom.2004.05.078
1063,CeFe3CoSb12,Polycrystalline,"Melted, vacuum",204.0,0.00201791,149.997,0.001115,,,495.56,700.0,http://www.jstor.org/stable/2889796
1064,CuRhO2,Polycrystalline,"Solid state reaction, air",166.0,0.1023,292.4,8.3576e-05,,,9.7752,700.0,http://dx.doi.org/10.1103/PhysRevB.80.115103
1065,Ca0.9Y0.1MnO3,Polycrystalline,"Solid state reaction, air",62.0,0.015133951,-91.2314,5.4997e-05,,,66.077,400.0,http://dx.doi.org/10.1006/jssc.1995.1384
1066,YbBiRu2O7,Polycrystalline,Solid state reaction,227.0,0.00176901,29.32,4.8611e-05,,,565.29,700.0,http://dx.doi.org/10.1016/S0167-577X(01)00317-2
1067,Ni0.02Zn0.98O,Polycrystalline,Solid state reaction,186.0,161.4465612,-206.81,2.6492e-08,0.0,13.2843,0.006194,,http://dx.doi.org/10.1111/j.1551-2916.2005.00131.x
1068,Ca0.9Bi0.1Mn0.9Nb0.1O3,Polycrystalline,Solid state reaction,62.0,0.007257717,-72.44,7.2295e-05,,,137.78,400.0,http://dx.doi.org/10.1016/j.jallcom.2009.08.012
1069,Zn4Sb3,Polycrystalline,"Solid state reaction, Ar",167.0,0.00266982,148.361,0.00082444,0.44564167,0.74,374.56,400.0,http://dx.doi.org/10.1039/c0jm02011g
1070,La1.725Sr0.28CuO4,Polycrystalline,Solid state reaction (O2 atmosphere),139.0,0.00136142,0.1,7.3453e-10,,,734.53,700.0,http://dx.doi.org/10.1103/PhysRevLett.69.2975
1071,Yb1.4Bi0.6Ru2O7,Polycrystalline,Solid state reaction,227.0,0.00310001,29.32,2.7739e-05,,,322.58,700.0,http://dx.doi.org/10.1016/S0167-577X(01)00317-2
1072,Y0.5Bi1.5Ru2O7,Polycrystalline,Solid state reaction,227.0,0.001050437,15.29,2.2248e-05,,,946.41,700.0,http://dx.doi.org/10.1016/S0038-1098(03)00080-2
1073,Zn0.98Al0.02O,Polycrystalline,"Solid state reaction, air",186.0,0.06809206,-133.608,2.6216e-05,,,14.686,700.0,http://dx.doi.org/10.1016/j.jeurceramsoc.2006.04.012
1074,Ca0.94La0.06MnO3,Polycrystalline,Solid state reaction,62.0,0.018839701,-135.75,9.7818e-05,,,53.079,1000.0,http://www.jmst.org/EN/Y2009/V25/I04/0535
1075,La1.67Sr0.34Cu0.94Ti0.06O4,Polycrystalline,Solid state reaction,139.0,0.0032,6.3,1.2403e-06,,,312.5,300.0,http://dx.doi.org/10.1016/j.ssc.2012.03.013
1076,Mg2Si0.6Ge0.4Bi0.02,Polycrystalline,"Solid state reaction, He/H2",225.0,0.0022,-187.7,0.0016014,0.925677614,1.73,454.55,1000.0,http://dx.doi.org/10.1007/s11664-009-0735-1
1077,CaMn0.94Ru0.06O3,Polycrystalline,Solid state reaction,62.0,0.0113926,-144.55,0.00018339,,,87.776,1000.0,http://dx.doi.org/10.1016/S0025-5408(02)00997-2
1078,Fe1.96Sn0.04O3,Polycrystalline,"Solid state reaction, air",167.0,0.087288979,-323.46,0.00011987,0.038917217,3.08,114560.0,1000.0,http://dx.doi.org/10.1016/S0925-8388(01)01804-7
1079,SrMn0.98Mo0.02O3,Polycrystalline,"Solid state reaction, air",194.0,0.0355363,-40.1869,4.5446e-06,,,28.14,1000.0,http://dx.doi.org/10.1016/j.progsolidstchem.2007.01.027
1080,Ca2.7Na0.3Co4O9,Polycrystalline,"Solid state reaction, air",12.0,0.00813,117.0,0.00016838,0.025256458,2.0,123.0,300.0,http://dx.doi.org/10.1063/1.1480115
1081,Zr0.15Hf0.15Ti0.7NiSn,Polycrystalline,"Arc-melted, Ar",216.0,0.00467326,-250.711,0.001345,,,213.98,300.0,http://dx.doi.org/10.1016/j.jallcom.2004.05.078
1082,In0.2Co4Sb12,Polycrystalline,Solid state reaction,204.0,0.00214537,-281.75,0.0037001,1.334133877,1.9414,466.12,700.0,http://dx.doi.org/10.1021/cm052055b
1083,Tl0.02Pb0.98Te,Polycrystalline,Melted,225.0,0.00290909,195.21,0.00131,0.316428584,1.65594,343.75,400.0,http://dx.doi.org/10.1126/science.1159725
1084,Si0.9Ge0.1,Nanoparticles,,227.0,0.001822,169.0,0.0015676,,,548.85,300.0,Personal communication
1085,In0.15Co4Sb12,Polycrystalline,Solid state reaction,204.0,0.00187175,-246.59,0.0032487,0.424000225,2.29861,534.26,300.0,http://dx.doi.org/10.1021/cm052055b
1086,Ba0.4Sr0.6PbO3,Polycrystalline,Solid state reaction (under oxygen),62.0,0.00395079,-96.44,0.00023542,0.044149795,2.13295,253.11,400.0,http://dx.doi.org/10.1023/A:1018515223271
1087,In0.1Co4Sb12,Polycrystalline,Solid state reaction,204.0,0.00340249,-276.16,0.0022415,0.469668971,1.90897,293.9,400.0,http://dx.doi.org/10.1021/cm052055b
1088,Zn0.9604Al0.0196Ni0.02O,Polycrystalline,Solid state reaction,186.0,0.50839,-443.73,3.873e-05,0.0,6.64626,1.967,,http://dx.doi.org/10.1111/j.1551-2916.2005.00131.x
1089,Pb0.97Sr0.02TeNa0.01,Polycrystalline,Melting,225.0,0.003012048,263.0,0.0022964,1.56067,1.03,332.0,700.0,http://dx.doi.org/10.1038/nature11439
1090,CaMnO3,Polycrystalline,"Solid state reaction, air",62.0,6.975397772,-476.683,3.2575e-06,0.000326866,2.9898,0.14336,300.0,http://dx.doi.org/10.1006/jssc.1995.1384
1091,Ca0.9Sm0.1MnO3,Polycrystalline,"Solid state reaction, air",62.0,0.007468985,-105.968,0.00015034,,,133.89,400.0,http://dx.doi.org/10.1006/jssc.1995.1384
1092,Si0.79936Ge0.19984B0.0008,Polycrystalline,Vacuum hot pressed,227.0,0.00133341,127.631,0.0012217,0.08445088,4.33976,749.96,300.0,http://dx.doi.org/10.1063/1.348408
1093,LaCoO3,Polycrystalline,Solid state reaction,15.0,0.000984011,15.7,2.505e-05,,,1016.2,1000.0,http://dx.doi.org/10.1016/j.jssc.2008.08.078
