,formula,phase,processing,gfa
6340,Nb35Si15Ti50,AM,meltspin,1
6341,Nb40Si15Ti45,AM,meltspin,1
6342,Nb0Si15Ti85,AM,meltspin,1
6343,Nb5Si15Ti80,AM,meltspin,1
6344,Nb10Si15Ti75,AM,meltspin,1
6345,Nb30Si15Ti55,AM,meltspin,1
6346,Nb60Si20V20,AM,meltspin,1
6347,Nb65Si20V15,AM,meltspin,1
6348,Nb70Si20V10,AM,meltspin,1
6349,Nb75Si20V5,AM,meltspin,1
6350,Nb80Si20V0,AM,meltspin,1
6351,Nb55Si20V25,CR,meltspin,0
6352,Nb70Si20W10,AM,meltspin,1
6353,Nb75Si20W5,AM,meltspin,1
6354,Nb80Si20W0,AM,meltspin,1
6355,Nb65Si20W15,CR,meltspin,0
6356,Nb55Si20Zr25,AM,meltspin,1
6357,Nb55Si20Zr25,AM,meltspin,1
6358,Nb60Si20Zr20,AM,meltspin,1
6359,Nb65Si20Zr15,AM,meltspin,1
6360,Nb65Si20Zr15,AM,meltspin,1
6361,Nb70Si20Zr10,AM,meltspin,1
6362,Nb70Si20Zr10,AM,meltspin,1
6363,Nb75Si20Zr5,AM,meltspin,1
6364,Nb75Si20Zr5,AM,meltspin,1
6365,Nb79Si20Zr1,AM,meltspin,1
6366,Nb80Si20Zr0,AM,meltspin,1
6367,Nb50Si20Zr30,CR,meltspin,0
6368,Nb0Si13Zr87,AM,meltspin,1
6369,Nb0Si15Zr85,AM,meltspin,1
6370,Nb0Si17Zr83,AM,meltspin,1
6371,Nb10Si15Zr75,AM,meltspin,1
6372,Nb20Si15Zr65,AM,meltspin,1
6373,Nb30Si13Zr57,AM,meltspin,1
6374,Nb30Si15Zr55,AM,meltspin,1
6375,Nb30Si17Zr53,AM,meltspin,1
6376,Nb40Si9Zr51,AM,meltspin,1
6377,Nb40Si11Zr49,AM,meltspin,1
6378,Nb40Si13Zr47,AM,meltspin,1
6379,Nb40Si15Zr45,AM,meltspin,1
6380,Nb40Si15Zr45,AM,meltspin,1
6381,Nb40Si17Zr43,AM,meltspin,1
6382,Nb50Si15Zr35,AM,meltspin,1
6383,Nb60Si15Zr25,AM,meltspin,1
6384,Nb70Si15Zr15,AM,meltspin,1
6385,Nb30Si9Zr61,AC,meltspin,0
6386,Nb30Si11Zr59,AC,meltspin,0
6387,Nb40Si7Zr53,AC,meltspin,0
6388,Nb30Si5Zr65,CR,meltspin,0
6389,Nb30Si7Zr63,CR,meltspin,0
6390,Nb40Si5Zr55,CR,meltspin,0
6391,Nb0Si15Zr85,AM,meltspin,1
6392,Nb10Si15Zr75,AM,meltspin,1
6393,Nb20Si15Zr65,AM,meltspin,1
6394,Nb30Si15Zr55,AM,meltspin,1
6395,Nb40Si15Zr45,AM,meltspin,1
6396,Nb50Si15Zr35,AM,meltspin,1
6397,Nb60Si15Zr25,AM,meltspin,1
6398,Nb70Si15Zr15,AM,meltspin,1
6399,Ni55P10Pd35,AM,meltspin,1
6400,Ni63P20Pd17,AM,meltspin,1
6401,Ni40P20Pd40,AM,meltspin,1
6402,Ni80P20Pd0,AM,meltspin,1
6403,Ni40P20Pd40,AM,meltspin,1
6404,Ni41P18Pd41,AM,meltspin,1
6405,Ni41P18Pd41,AM,meltspin,1
6406,Ni41P18Pd41,AM,meltspin,1
6407,Ni32P20Pd48,AM,meltspin,1
6408,Ni36.5P27Pd36.5,AM,meltspin,1
6409,Ni37.5P25Pd37.5,AM,meltspin,1
6410,Ni40P20Pd40,AM,meltspin,1
6411,Ni64P20Pd16,AM,meltspin,1
6412,Ni0P19Pd81,AM,meltspin,1
6413,Ni5P19Pd76,AM,meltspin,1
6414,Ni10P19Pd71,AM,meltspin,1
6415,Ni20P19Pd61,AM,meltspin,1
6416,Ni34P18Pd48,AM,meltspin,1
6417,Ni20P0Pd80,AM,meltspin,1
6418,Ni40P20Pd40,AM,meltspin,1
6419,Ni42.5P15Pd42.5,AM,meltspin,1
6420,Ni45P10Pd45,AM,meltspin,1
6421,Ni50P0Pd50,AM,meltspin,1
6422,Ni37P26Pd37,AM,meltspin,1
6423,Ni38.5P23Pd38.5,AM,meltspin,1
6424,Ni40P20Pd40,AM,meltspin,1
6425,Ni41.5P17Pd41.5,AM,meltspin,1
6426,Ni43P14Pd43,AM,meltspin,1
6427,Ni40P20Pd40,AM,meltspin,1
6428,Ni8P20Pd72,AM,meltspin,1
6429,Ni24P20Pd56,AM,meltspin,1
6430,Ni40P20Pd40,AM,meltspin,1
6431,Ni56P20Pd24,AM,meltspin,1
6432,Ni72P20Pd8,AM,meltspin,1
6433,Ni40P20Pd40,AM,meltspin,1
6434,Ni60P20Pd20,AM,meltspin,1
6435,Ni40P20Pd40,AM,meltspin,1
6436,Ni15P25Pt60,AM,meltspin,1
6437,Ni16P20Pt64,AM,meltspin,1
6438,Ni22.5P25Pt52.5,AM,meltspin,1
6439,Ni24P20Pt56,AM,meltspin,1
6440,Ni30P25Pt45,AM,meltspin,1
6441,Ni37.5P25Pt37.5,AM,meltspin,1
6442,Ni40P20Pt40,AM,meltspin,1
6443,Ni45P25Pt30,AM,meltspin,1
6444,Ni48P20Pt32,AM,meltspin,1
6445,Ni52.5P25Pt22.5,AM,meltspin,1
6446,Ni56P20Pt24,AM,meltspin,1
6447,Ni64P20Pt16,AM,meltspin,1
6448,Ni32P20Pt48,CR,meltspin,0
6449,Ni60P25Pt15,CR,meltspin,0
6450,Ni72P20Pt8,CR,meltspin,0
6451,Ni60P0Ta40,AM,meltspin,1
6452,Ni62P18Ta20,AM,meltspin,1
6453,Ni65P0Ta35,AM,meltspin,1
6454,Ni65P5Ta30,AM,meltspin,1
6455,Ni70P0Ta30,AM,meltspin,1
6456,Ni72P18Ta10,AM,meltspin,1
6457,Ni75P5Ta20,AM,meltspin,1
6458,Ni80P0Ta20,AM,meltspin,1
6459,Ni85P5Ta10,AM,meltspin,1
6460,Ni90P0Ta10,AM,meltspin,1
6461,Ni20P20Ti60,AM,meltspin,1
6462,Ni65P20Ti15,AM,meltspin,1
6463,Ni67P20Ti13,AM,meltspin,1
6464,Ni70P20Ti10,AM,meltspin,1
6465,Ni75P20Ti5,AM,meltspin,1
6466,Ni76P20Ti4,AM,meltspin,1
6467,Ni77P20Ti3,AM,meltspin,1
6468,Ni80P20Ti0,AM,meltspin,1
6469,Ni75P18W7,AM,meltspin,1
6470,Ni77P18W5,AM,meltspin,1
6471,Ni80P18W2,AM,meltspin,1
6472,Ni49P2Zr49,AM,meltspin,1
6473,Ni24P1Zr75,AM,meltspin,1
6474,Ni24P2Zr74,AM,meltspin,1
6475,Ni24P4Zr72,AM,meltspin,1
6476,Ni24P6Zr70,AM,meltspin,1
6477,Ni24P8Zr68,AM,meltspin,1
6478,Ni1.7Pd81.8Si16.5,AM,meltspin,1
6479,Ni4.2Pd79.3Si16.5,AM,meltspin,1
6480,Ni6.7Pd76.8Si16.5,AM,meltspin,1
6481,Ni10Pd73.5Si16.5,AM,meltspin,1
6482,Ni12.5Pd71Si16.5,AM,meltspin,1
6483,Ni15Pd68.5Si16.5,AM,meltspin,1
6484,Ni20.9Pd62.6Si16.5,AM,meltspin,1
6485,Ni26.7Pd56.8Si16.5,AM,meltspin,1
6486,Ni29.2Pd54.3Si16.5,AM,meltspin,1
6487,Ni35Pd48.5Si16.5,AM,meltspin,1
6488,Ni40Pd43.5Si16.5,AM,meltspin,1
6489,Ni43.4Pd40.1Si16.5,AM,meltspin,1
6490,Ni50.1Pd33.4Si16.5,AM,meltspin,1
6491,Ni58.5Pd25Si16.5,CR,meltspin,0
6492,Ni20Pd60Si20,AM,meltspin,1
6493,Ni11.7Pd71.8Si16.5,AM,meltspin,1
6494,Ni19.2Pd64.3Si16.5,AM,meltspin,1
6495,Ni8.2Pd73.8Si18,AM,meltspin,1
6496,Ni16.4Pd65.6Si18,AM,meltspin,1
6497,Ni32.8Pd49.2Si18,AM,meltspin,1
6498,Ni49.2Pd32.8Si18,AM,meltspin,1
6499,Ni16.4Pd65.6Si18,AM,meltspin,1
6500,Ni32.8Pd49.2Si18,AM,meltspin,1
6501,Ni49.2Pd32.8Si18,AM,meltspin,1
6502,Ni59Pd1Ta40,AM,meltspin,1
6503,Ni59Pd1Zr40,AM,meltspin,1
6504,Ni59Ru1Ta40,AM,meltspin,1
6505,Ni0Si20Ti80,AM,meltspin,1
6506,Ni5Si15Ti80,AM,meltspin,1
6507,Ni10Si10Ti80,AM,meltspin,1
6508,Ni10Si15Ti75,AM,meltspin,1
6509,Ni15Si10Ti75,AM,meltspin,1
6510,Ni15Si15Ti70,AM,meltspin,1
6511,Ni16Si20Ti64,AM,meltspin,1
6512,Ni20Si5Ti75,AM,meltspin,1
6513,Ni20Si10Ti70,AM,meltspin,1
6514,Ni20Si15Ti65,AM,meltspin,1
6515,Ni25Si5Ti70,AM,meltspin,1
6516,Ni25Si10Ti65,AM,meltspin,1
6517,Ni25Si15Ti60,AM,meltspin,1
6518,Ni30Si0Ti70,AM,meltspin,1
6519,Ni30Si5Ti65,AM,meltspin,1
6520,Ni30Si10Ti60,AM,meltspin,1
6521,Ni30Si15Ti55,AM,meltspin,1
6522,Ni30Si20Ti50,AM,meltspin,1
6523,Ni32Si20Ti48,AM,meltspin,1
6524,Ni35Si0Ti65,AM,meltspin,1
6525,Ni35Si5Ti60,AM,meltspin,1
6526,Ni35Si10Ti55,AM,meltspin,1
6527,Ni35Si15Ti50,AM,meltspin,1
6528,Ni35Si20Ti45,AM,meltspin,1
6529,Ni40Si0Ti60,AM,meltspin,1
6530,Ni40Si5Ti55,AM,meltspin,1
6531,Ni40Si10Ti50,AM,meltspin,1
6532,Ni40Si15Ti45,AM,meltspin,1
6533,Ni40Si20Ti40,AM,meltspin,1
6534,Ni45Si15Ti40,AM,meltspin,1
6535,Ni48Si20Ti32,AM,meltspin,1
6536,Ni50Si10Ti40,AM,meltspin,1
6537,Ni55Si5Ti40,AM,meltspin,1
6538,Ni64Si20Ti16,AM,meltspin,1
6539,Ni15Si5Ti80,AC,meltspin,0
6540,Ni25Si0Ti75,AC,meltspin,0
6541,Ni45Si5Ti50,AC,meltspin,0
6542,Ni45Si10Ti45,AC,meltspin,0
6543,Ni50Si5Ti45,AC,meltspin,0
6544,Ni60Si0Ti40,AC,meltspin,0
6545,Ni0Si15Ti85,CR,meltspin,0
6546,Ni0Si25Ti75,CR,meltspin,0
6547,Ni5Si10Ti85,CR,meltspin,0
6548,Ni5Si20Ti75,CR,meltspin,0
6549,Ni10Si5Ti85,CR,meltspin,0
6550,Ni10Si20Ti70,CR,meltspin,0
6551,Ni15Si0Ti85,CR,meltspin,0
6552,Ni15Si20Ti65,CR,meltspin,0
6553,Ni20Si0Ti80,CR,meltspin,0
6554,Ni20Si20Ti60,CR,meltspin,0
6555,Ni25Si20Ti55,CR,meltspin,0
6556,Ni30Si30Ti40,CR,meltspin,0
6557,Ni30Si40Ti30,CR,meltspin,0
6558,Ni40Si30Ti30,CR,meltspin,0
6559,Ni45Si0Ti55,CR,meltspin,0
6560,Ni50Si0Ti50,CR,meltspin,0
6561,Ni50Si20Ti30,CR,meltspin,0
6562,Ni50Si30Ti20,CR,meltspin,0
6563,Ni55Si0Ti45,CR,meltspin,0
6564,Ni28Si16Ti56,AM,meltspin,1
6565,Ni30Si0Ti70,AM,meltspin,1
6566,Ni30Si10Ti60,AM,meltspin,1
6567,Ni32Si4Ti64,AM,meltspin,1
6568,Ni33Si0Ti67,AM,meltspin,1
6569,Ni40Si0Ti60,AM,meltspin,1
6570,Ni24Si1Zr75,AM,meltspin,1
6571,Ni24Si2Zr74,AM,meltspin,1
6572,Ni24Si4Zr72,AM,meltspin,1
6573,Ni24Si6Zr70,AM,meltspin,1
6574,Ni24Si8Zr68,AM,meltspin,1
6575,Ni33Ti67Zr0,AM,meltspin,1
6576,Ni50Ti0Zr50,AM,meltspin,1
6577,Ni50Ti30Zr20,AM,meltspin,1
6578,Ni60Ti40Zr0,AM,meltspin,1
6579,Ni63Ti0Zr37,AM,meltspin,1
6580,Ni33Ti0Zr67,AM,meltspin,1
6581,Ni33Ti0.05Zr66.95,AM,meltspin,1
6582,Ni33Ti0.1Zr66.9,AM,meltspin,1
6583,Ni33Ti0.15Zr66.85,AM,meltspin,1
6584,Ni33Ti0.2Zr66.8,AM,meltspin,1
6585,Ni28.05Ti15Zr56.95,AM,meltspin,1
6586,Ni24.75Ti25Zr50.25,AM,meltspin,1
6587,Ni26.4Ti20Zr53.6,AM,meltspin,1
6588,Ni28.05Ti15Zr56.95,AM,meltspin,1
6589,Ni29.7Ti10Zr60.3,AM,meltspin,1
6590,Ni31.35Ti5Zr63.65,AM,meltspin,1
6591,Ni30Ti0Zr70,AM,meltspin,1
6592,Ni35Ti65Zr0,AM,meltspin,1
6593,Ni50Ti0Zr50,AM,meltspin,1
6594,Ni60Ti40Zr0,AM,meltspin,1
6595,Ni70Ti0Zr30,AM,meltspin,1
6596,Ni20V30Zr50,AM,meltspin,1
6597,Ni22V20Zr58,AM,meltspin,1
6598,Ni25V10Zr65,AM,meltspin,1
6599,Ni28V0Zr72,AM,meltspin,1
6600,Ni37V25Zr38,AM,meltspin,1
6601,Ni40V20Zr40,AM,meltspin,1
6602,Ni45V10Zr45,AM,meltspin,1
6603,Ni47V30Zr23,AM,meltspin,1
6604,Ni50V0Zr50,AM,meltspin,1
6605,Ni54V20Zr26,AM,meltspin,1
6606,Ni60V10Zr30,AM,meltspin,1
6607,Ni67V0Zr33,AM,meltspin,1
6608,Ni46V30Zr24,AM,meltspin,1
6609,Ni50V25Zr25,AM,meltspin,1
6610,Ni54V20Zr26,AM,meltspin,1
6611,Ni60V10Zr30,AM,meltspin,1
6612,Ni67V0Zr33,AM,meltspin,1
6613,Ni33V0Zr67,AM,meltspin,1
6614,Ni33V0.05Zr66.95,AM,meltspin,1
6615,Ni33V0.1Zr66.9,AM,meltspin,1
6616,Ni33V0.15Zr66.85,AM,meltspin,1
6617,Ni33V0.2Zr66.8,AM,meltspin,1
6618,Ni28.05V15Zr56.95,AM,meltspin,1
6619,Ni24.75V25Zr50.25,AM,meltspin,1
6620,Ni26.4V20Zr53.6,AM,meltspin,1
6621,Ni28.05V15Zr56.95,AM,meltspin,1
6622,Ni29.7V10Zr60.3,AM,meltspin,1
6623,Ni31.35V5Zr63.65,AM,meltspin,1
6624,Ni24V25Zr51,AM,meltspin,1
6625,Ni29V20Zr51,AM,meltspin,1
6626,Ni30V10Zr60,AM,meltspin,1
6627,Ni31V5Zr64,AM,meltspin,1
6628,Ni45V25Zr30,AM,meltspin,1
6629,Ni48V20Zr32,AM,meltspin,1
6630,Ni50.5V25Zr24.5,AM,meltspin,1
6631,Ni53V20Zr27,AM,meltspin,1
6632,Ni55V10Zr35,AM,meltspin,1
6633,Ni60V10Zr30,AM,meltspin,1
6634,P19Pd61Ti20,AM,meltspin,1
6635,P19Pd65Ti16,AM,meltspin,1
6636,P19Pd73Ti8,AM,meltspin,1
6637,P19Pd79Ti2,AM,meltspin,1
6638,P19Pd81Ti0,AM,meltspin,1
6639,Pd79.3Rh4.2Si16.5,AM,meltspin,1
6640,Pd81.8Rh1.7Si16.5,AM,meltspin,1
6641,Pd76.8Rh6.7Si16.5,CR,meltspin,0
6642,Pd58.8Si20.6U20.6,AM,meltspin,1
6643,Ru0Si15Zr85,AM,meltspin,1
6644,Ru10Si15Zr75,AM,meltspin,1
6645,Si6Sn9Zr85,AM,meltspin,1
6646,Si13Sn0Zr87,AM,meltspin,1
6647,Si15Sn0Zr85,AM,meltspin,1
6648,Si17Sn0Zr83,AM,meltspin,1
6649,Si15Ta0Ti85,AM,meltspin,1
6650,Si15Ta10Ti75,AM,meltspin,1
6651,Si15Ta20Ti65,AM,meltspin,1
6652,Si15Ta30Ti55,AM,meltspin,1
6653,Si15Ta40Ti45,AM,meltspin,1
6654,Si15Ta0Zr85,AM,meltspin,1
6655,Si15Ta10Zr75,AM,meltspin,1
6656,Si15Ta20Zr65,AM,meltspin,1
6657,Si15Ta30Zr55,AM,meltspin,1
6658,Si15Ta40Zr45,AM,meltspin,1
6659,Si15Ti55V30,AM,meltspin,1
6660,Si15Ti60V25,AM,meltspin,1
6661,Si15Ti65V20,AM,meltspin,1
6662,Si15Ti70V15,AM,meltspin,1
6663,Si15Ti75V10,AM,meltspin,1
6664,Si15Ti80V5,AM,meltspin,1
6665,Si15Ti85V0,AM,meltspin,1
6666,Si20Ti70V10,AM,meltspin,1
6667,Si20Ti75V5,AM,meltspin,1
6668,Si20Ti80V0,AM,meltspin,1
6669,Si5Ti95V0,CR,meltspin,0
6670,Si10Ti70V20,CR,meltspin,0
6671,Si10Ti85V5,CR,meltspin,0
6672,Si10Ti90V0,CR,meltspin,0
6673,Si15Ti50V35,CR,meltspin,0
6674,Si20Ti60V20,CR,meltspin,0
6675,Si25Ti75V0,CR,meltspin,0
6676,Si15Ti45V40,AM,meltspin,1
6677,Si15Ti55V30,AM,meltspin,1
6678,Si15Ti60V25,AM,meltspin,1
6679,Si15Ti75V10,AM,meltspin,1
6680,Si15Ti80V5,AM,meltspin,1
6681,Si15Ti85V0,AM,meltspin,1
6682,Si15Ti0Zr85,AM,meltspin,1
6683,Si15Ti5Zr80,AM,meltspin,1
6684,Si15Ti10Zr75,AM,meltspin,1
6685,Si15Ti15Zr70,AM,meltspin,1
6686,Si15Ti20Zr65,AM,meltspin,1
6687,Si15Ti25Zr60,AM,meltspin,1
6688,Si15Ti30Zr55,AM,meltspin,1
6689,Si15Ti35Zr50,AM,meltspin,1
6690,Si15Ti40Zr45,AM,meltspin,1
6691,Si15Ti45Zr40,AM,meltspin,1
6692,Si15Ti50Zr35,AM,meltspin,1
6693,Si15Ti55Zr30,AM,meltspin,1
6694,Si15Ti60Zr25,AM,meltspin,1
6695,Si15Ti65Zr20,AM,meltspin,1
6696,Si15Ti70Zr15,AM,meltspin,1
6697,Si15Ti75Zr10,AM,meltspin,1
6698,Si15Ti80Zr5,AM,meltspin,1
6699,Si15Ti85Zr0,AM,meltspin,1
6700,Si0Ti15Zr85,AM,meltspin,1
6701,Si0Ti20Zr80,AM,meltspin,1
6702,Si0Ti22Zr78,AM,meltspin,1
6703,Si5Ti12Zr83,AM,meltspin,1
6704,Si5Ti15Zr80,AM,meltspin,1
6705,Si5Ti20Zr75,AM,meltspin,1
6706,Si5Ti23Zr72,AM,meltspin,1
6707,Si10Ti10Zr80,AM,meltspin,1
6708,Si10Ti15Zr75,AM,meltspin,1
6709,Si10Ti20Zr70,AM,meltspin,1
6710,Si10Ti24Zr66,AM,meltspin,1
6711,Si13Ti0Zr87,AM,meltspin,1
6712,Si15Ti9Zr76,AM,meltspin,1
6713,Si15Ti15Zr70,AM,meltspin,1
6714,Si15Ti20Zr65,AM,meltspin,1
6715,Si15Ti25Zr60,AM,meltspin,1
6716,Si20Ti9Zr71,AM,meltspin,1
6717,Si20Ti15Zr65,AM,meltspin,1
6718,Si20Ti20Zr60,AM,meltspin,1
6719,Si20Ti25Zr55,AM,meltspin,1
6720,Si25Ti8Zr67,AM,meltspin,1
6721,Si25Ti15Zr60,AM,meltspin,1
6722,Si25Ti20Zr55,AM,meltspin,1
6723,Si25Ti25Zr50,AM,meltspin,1
6724,Si30Ti8Zr62,AM,meltspin,1
6725,Si30Ti15Zr55,AM,meltspin,1
6726,Si30Ti20Zr50,AM,meltspin,1
6727,Si30Ti26Zr44,AM,meltspin,1
6728,Si35Ti8Zr57,AM,meltspin,1
6729,Si35Ti15Zr50,AM,meltspin,1
6730,Si35Ti20Zr45,AM,meltspin,1
6731,Si35Ti26Zr39,AM,meltspin,1
6732,Si40Ti8Zr52,AM,meltspin,1
6733,Si40Ti15Zr45,AM,meltspin,1
6734,Si40Ti20Zr40,AM,meltspin,1
6735,Si40Ti26Zr34,AM,meltspin,1
6736,Si45Ti8Zr47,AM,meltspin,1
6737,Si45Ti15Zr40,AM,meltspin,1
6738,Si45Ti20Zr35,AM,meltspin,1
6739,Si45Ti25Zr30,AM,meltspin,1
6740,Si50Ti8Zr42,AM,meltspin,1
6741,Si50Ti15Zr35,AM,meltspin,1
6742,Si50Ti20Zr30,AM,meltspin,1
6743,Si50Ti25Zr25,AM,meltspin,1
6744,Si55Ti9Zr36,AM,meltspin,1
6745,Si55Ti15Zr30,AM,meltspin,1
6746,Si55Ti20Zr25,AM,meltspin,1
6747,Si55Ti24Zr21,AM,meltspin,1
6748,Si60Ti9Zr31,AM,meltspin,1
6749,Si60Ti15Zr25,AM,meltspin,1
6750,Si60Ti20Zr20,AM,meltspin,1
6751,Si60Ti24Zr16,AM,meltspin,1
6752,Si65Ti10Zr25,AM,meltspin,1
6753,Si65Ti15Zr20,AM,meltspin,1
6754,Si65Ti20Zr15,AM,meltspin,1
6755,Si65Ti23Zr12,AM,meltspin,1
6756,Si70Ti11Zr19,AM,meltspin,1
6757,Si70Ti15Zr15,AM,meltspin,1
6758,Si70Ti20Zr10,AM,meltspin,1
6759,Si70Ti22Zr8,AM,meltspin,1
6760,Si75Ti12Zr13,AM,meltspin,1
6761,Si75Ti15Zr10,AM,meltspin,1
6762,Si75Ti20Zr5,AM,meltspin,1
6763,Si75Ti22Zr3,AM,meltspin,1
6764,Si80Ti14Zr6,AM,meltspin,1
6765,Si80Ti15Zr5,AM,meltspin,1
6766,Si80Ti20Zr0,AM,meltspin,1
6767,Si85Ti15Zr0,AM,meltspin,1
6768,Si0Ti90Zr10,CR,meltspin,0
6769,Si82Ti8Zr10,CR,meltspin,0
6770,Si84Ti6Zr10,CR,meltspin,0
6771,Si86Ti4Zr10,CR,meltspin,0
6772,Si88Ti2Zr10,CR,meltspin,0
6773,Si15V0Zr85,AM,meltspin,1
6774,Si15V10Zr75,AM,meltspin,1
6775,Si15V20Zr65,AM,meltspin,1
6776,Si15V30Zr55,AM,meltspin,1
6777,Si15V40Zr45,AM,meltspin,1
6778,Si15W0Zr85,AM,meltspin,1
6779,Si1510Zr75,AM,meltspin,1
6780,Ag28Cu30Fe42,AM,sputtering,1
6781,Ag29Cu30Fe41,AM,sputtering,1
6782,Ag30Cu30Fe40,AM,sputtering,1
6783,Ag38Cu22Fe40,AM,sputtering,1
6784,Ag41Cu23Fe36,AM,sputtering,1
6785,Ag46Cu12Fe42,AM,sputtering,1
6786,Ag21Cu42Fe37,AC,sputtering,0
6787,Ag22Cu41Fe37,AC,sputtering,0
6788,Ag26Cu44Fe30,AC,sputtering,0
6789,Ag29Cu31Fe40,AC,sputtering,0
6790,Ag31Cu37Fe32,AC,sputtering,0
6791,Ag36Cu30Fe34,AC,sputtering,0
6792,Ag40Cu12Fe48,AC,sputtering,0
6793,Ag40Cu40Fe20,AC,sputtering,0
6794,Ag40Cu47Fe13,AC,sputtering,0
6795,Ag0Cu32Fe68,CR,sputtering,0
6796,Ag0Cu54Fe46,CR,sputtering,0
6797,Ag0Cu63Fe37,CR,sputtering,0
6798,Ag0Cu70Fe30,CR,sputtering,0
6799,Ag0Cu71Fe29,CR,sputtering,0
6800,Ag0Cu76Fe24,CR,sputtering,0
6801,Ag0Cu90Fe10,CR,sputtering,0
6802,Ag11Cu38Fe51,CR,sputtering,0
6803,Ag13Cu32Fe55,CR,sputtering,0
6804,Ag15Cu49Fe36,CR,sputtering,0
6805,Ag15Cu83Fe2,CR,sputtering,0
6806,Ag17Cu20Fe63,CR,sputtering,0
6807,Ag17Cu41Fe42,CR,sputtering,0
6808,Ag22Cu51Fe27,CR,sputtering,0
6809,Ag23Cu10Fe67,CR,sputtering,0
6810,Ag24Cu31Fe45,CR,sputtering,0
6811,Ag25Cu25Fe50,CR,sputtering,0
6812,Ag26Cu23Fe51,CR,sputtering,0
6813,Ag27Cu31Fe42,CR,sputtering,0
6814,Ag27Cu73Fe0,CR,sputtering,0
6815,Ag28Cu45Fe27,CR,sputtering,0
6816,Ag31Cu49Fe20,CR,sputtering,0
6817,Ag31Cu55Fe14,CR,sputtering,0
6818,Ag32Cu66Fe2,CR,sputtering,0
6819,Ag37Cu6Fe57,CR,sputtering,0
6820,Ag42Cu0Fe58,CR,sputtering,0
6821,Ag48Cu0Fe52,CR,sputtering,0
6822,Ag48Cu52Fe0,CR,sputtering,0
6823,Ag49Cu29Fe22,CR,sputtering,0
6824,Ag50Cu0Fe50,CR,sputtering,0
6825,Ag51Cu13Fe36,CR,sputtering,0
6826,Ag52Cu0Fe48,CR,sputtering,0
6827,Ag55Cu0Fe45,CR,sputtering,0
6828,Ag58Cu32Fe10,CR,sputtering,0
6829,Ag61Cu0Fe39,CR,sputtering,0
6830,Ag62Cu30Fe8,CR,sputtering,0
6831,Ag63Cu0Fe37,CR,sputtering,0
6832,Ag63Cu8Fe29,CR,sputtering,0
6833,Ag67Cu0Fe33,CR,sputtering,0
6834,Ag70Cu0Fe30,CR,sputtering,0
6835,Ag84Cu0Fe16,CR,sputtering,0
6836,Ag31Cu31Fe38,AM,sputtering,1
6837,Al80Ce10Co10,AM,sputtering,1
6838,Al80Ce10Fe10,AM,sputtering,1
6839,Al65Cu15Fe20,AM,sputtering,1
6840,Al71Cu14Fe15,AM,sputtering,1
6841,Al90Cu5Fe5,AM,sputtering,1
6842,Al62Cu21Fe17,AC,sputtering,0
6843,Al69Cu18Fe13,AC,sputtering,0
6844,Al70Cu16Fe14,AC,sputtering,0
6845,Al73Cu14Fe13,AC,sputtering,0
6846,Al78Cu15Fe7,AC,sputtering,0
6847,Al50Cu30Fe20,CR,sputtering,0
6848,Al64Cu23Fe13,CR,sputtering,0
6849,Al62.5Cu25Fe12.5,CR,sputtering,0
6850,Al80Fe10Gd10,AM,sputtering,1
6851,Al81.8Fe9.1Gd9.1,AM,sputtering,1
6852,Al83.6Fe8.2Gd8.2,AM,sputtering,1
6853,Al85.4Fe7.3Gd7.3,AM,sputtering,1
6854,Al87.2Fe6.4Gd6.4,AM,sputtering,1
6855,Al89Fe5.5Gd5.5,AM,sputtering,1
6856,Al70Fe14Ni16,AM,sputtering,1
6857,Al70Fe15Ni15,AM,sputtering,1
6858,Al70Fe16Ni14,AM,sputtering,1
6859,Al70Fe20Ni10,AM,sputtering,1
6860,Al72Fe14Ni14,AM,sputtering,1
6861,Al79Fe7Ni14,AM,sputtering,1
6862,Al82Fe15Ni3,AM,sputtering,1
6863,Al84Fe8Ni8,AM,sputtering,1
6864,Al72Fe13Ni15,AC,sputtering,0
6865,Al85Fe5Ni10,AC,sputtering,0
6866,Al57Fe27Ni16,CR,sputtering,0
6867,Al65Fe15Ni20,CR,sputtering,0
6868,Al65Fe21Ni14,CR,sputtering,0
6869,Al67Fe21Ni12,CR,sputtering,0
6870,Al26Mg18Ti56,AM,sputtering,1
6871,Al28Mg22Ti50,AM,sputtering,1
6872,Al28Mg27Ti45,AM,sputtering,1
6873,Al29Mg13Ti58,AM,sputtering,1
6874,Al33Mg6Ti61,AM,sputtering,1
6875,Al33Mg13Ti54,AM,sputtering,1
6876,Al37Mg10Ti53,AM,sputtering,1
6877,Al39Mg7Ti54,AM,sputtering,1
6878,Al40Mg12Ti48,AM,sputtering,1
6879,Al40Mg18Ti42,AM,sputtering,1
6880,Al44Mg7Ti49,AM,sputtering,1
6881,Al45Mg2Ti53,AM,sputtering,1
6882,Al46Mg0Ti54,AM,sputtering,1
6883,Al47Mg9Ti44,AM,sputtering,1
6884,Al50Mg15Ti35,AM,sputtering,1
6885,Al52Mg10Ti38,AM,sputtering,1
6886,Al53Mg15Ti32,AM,sputtering,1
6887,Al57Mg0Ti43,AM,sputtering,1
6888,Al57Mg7Ti36,AM,sputtering,1
6889,Al57Mg11Ti32,AM,sputtering,1
6890,Al60Mg11Ti29,AM,sputtering,1
6891,Al60Mg12Ti28,AM,sputtering,1
6892,Al62Mg0Ti38,AM,sputtering,1
